시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
덕천교회,부산광역시 북구 만덕대로 56 (덕천동),부산광역시 북구 덕천동 385-24,덕천교회,051-338-9100,덕천교회,"노인, 노숙자",12:00~13:00,월+목,,,35.2111812,129.0112201,2020-07-22,3320000,부산광역시 북구
사회복지법인 성문,부산광역시 북구 금곡대로 550번길20 (금곡동),부산광역시 북구 금곡동 812-3,사회복지법인 성문,051-362-5508,사회복지법인 성문,"노인, 노숙자",12:00~13:00,토+일,,,35.25636309,129.0128477,2020-07-22,3320000,부산광역시 북구
사단법인 애빈회,부산광역시 북구 낙동북로 681번나길36 (구포동),부산광역시 북구 구포동 776-1,사단법인 애빈회,051-338-1924,사단법인 애빈회,노숙자,12:00~13:00,월+화+수+목+금,,,35.2011886,129.0011529,2020-07-22,3320000,부산광역시 북구
구포성당 나눔의 집,부산광역시 북구 가람로 52번길44 (구포동),부산광역시 북구 구포동 417-2,구포성당 나눔의 집,051-332-6370,구포성당 나눔의 집,"노인, 노숙자",12:00~13:00,월+화+수+목,,,35.20615001,129.0016469,2020-07-22,3320000,부산광역시 북구
대한노인회 완도군지회(금당면분회),전라남도 완도군 금당면 금당로71,,대한노인회 완도군지회(금당면분회),,남해루,독거노인,주1회(6일분) 반찬배달,주1회(6일분) 반찬배달,2019-01-01,2019-12-31,34.4300409329,127.0686448068,2019-10-07,4990000,전라남도 완도군
유등노인복지관,대전광역시 서구 도솔로 182,대전광역시 서구 도마동 413-3,유등노인복지관,042-611-8896,유등노인복지관,"기초생활수급자, 장애인, 고령자 및 저소득층 60세 이상 노인",중식(12:00-13:00),월+화+수+목+금,,,36.32691484,127.3742454,2020-06-30,3660000,대전광역시 서구
서구노인복지관,대전광역시 서구 남선로 66,대전광역시 서구 탄방동 1084,서구노인복지관,042-488-6297,서구노인복지관,"기초생활수급자, 장애인, 고령자 및 저소득층 60세 이상 노인",중식(12:00-13:00),월+화+수+목+금,,,36.34640025,127.3981778,2020-06-30,3660000,대전광역시 서구
둔산종합사회복지관,대전광역시 서구 둔산로 241,대전광역시 서구 둔산동 1812,둔산종합사회복지관,042-482-2032,둔산종합사회복지관,"기초생활수급자, 장애인, 고령자 및 저소득층 60세 이상 노인",중식(12:00-13:00),월+화+수+목+금,,,36.35196692,127.4011071,2020-06-30,3660000,대전광역시 서구
월평종합사회복지관,대전광역시 서구 월평북로 11,대전광역시 서구 월평동 218-5,월평종합사회복지관,042-484-6181,월평종합사회복지관,"기초생활수급자, 장애인, 고령자 및 저소득층 60세 이상 노인",중식(12:00-13:00),월+화+수+목+금,,,36.36348675,127.3700705,2020-06-30,3660000,대전광역시 서구
한밭종합사회복지관,대전광역시 서구 월평북로 11,대전광역시 서구 월평동 218,한밭종합사회복지관,042-484-5325,한밭종합사회복지관,"기초생활수급자, 장애인, 고령자 및 저소득층 60세 이상 노인",중식(12:00-13:00),월+화+수+목+금,,,36.36348675,127.3700705,2020-06-30,3660000,대전광역시 서구
한밭사랑복지센터 파랑새 무료급식소,대전광역시 서구 대신1길 52,대전광역시 서구 도마동 183-6,한밭사랑복지센터,042-523-0777,한밭사랑복지센터,"기초생활수급자, 장애인, 고령자 및 저소득층 60세 이상 노인",중식(12:00-13:00),수,,,36.31216737,127.3801343,2020-06-30,3660000,대전광역시 서구
신안국민체육센터 내 경로식당,전라남도 신안군 암태면 장단고길 7-52,전라남도 신안군 암태면 단고리 967,암태면여성단체협의회,061-240-3984,신안국민체육센터 내 경로식당,"독거노인, 결식노인 등",중식(12:00-13:00),수,2018-01-01,2018-12-31,34.8270005954,126.111056439,2019-07-01,5010000,전라남도 신안군
팔금어르신과여성의홈,전라남도 신안군 팔금면 삼층석탑길 161,전라남도 신안군 팔금면 읍리 411,팔금면여성단체협의회,061-240-3943,팔금어르신과여성의홈,"독거노인, 결식노인 등",중식(12:00-13:00),목,2018-01-01,2018-12-31,34.784925,126.142553,2019-07-01,5010000,전라남도 신안군
안좌노인복지회관,전라남도 신안군 안좌면 중부로 860,전라남도 신안군 안좌면 읍동리 1117,안좌면자원봉사자회,061-240-3912,안좌노인복지회관,"독거노인, 결식노인 등",중식(12:00-13:00),수,2018-01-01,2018-12-31,34.7555423,126.1261226,2019-07-01,5010000,전라남도 신안군
장산노인복지회관,전라남도 신안군 장산면 장산중앙길 11,전라남도 신안군 장산면 도창리 679-1,장산면새마을부녀회,061-240-3883,장산노인복지회관,"독거노인, 결식노인 등",중식(12:00-13:00),화,2018-01-01,2018-12-31,34.642758,126.147766,2019-07-01,5010000,전라남도 신안군
신의면복지회관,전라남도 신안군 신의면 상동길 30,전라남도 신안군 신의면 상태동리 373-37,신의면새마을부녀회,061-240-3853,신의면복지회관,"독거노인, 결식노인 등",중식(12:00-13:00),화,2018-01-01,2018-12-31,34.5848580213,126.089438345,2019-07-01,5010000,전라남도 신안군
하의종합복지회관,전라남도 신안군 하의면 오류동길 11,전라남도 신안군 하의면 웅곡리 240-1,하의면새마을부녀회,061-240-3823,하의종합복지회관,"독거노인, 결식노인 등",중식(12:00-13:00),목,2018-01-01,2018-12-31,34.6053727762,126.034875934,2019-07-01,5010000,전라남도 신안군
흑산면종합복지회관,전라남도 신안군 흑산면 흑산일주로 2637,전라남도 신안군 흑산면 예리 338-1,흑산면여성단체협의회,061-240-3793,흑산면종합복지회관,"독거노인, 결식노인 등",중식(11:00-13:00),목,2018-01-01,2018-12-31,34.682709,125.443287541,2019-07-01,5010000,전라남도 신안군
정읍시노인복지관,전라북도 정읍시 금붕1길 212(내장상동),전라북도 정읍시 금붕동 949-10,정읍시노인복지관,063-538-3606,정읍시노인복지관 식당,만60세 이상 노인,중식(12:00-13:00),월+화+수+목+금,2017-01-01,2017-12-31,35.5537834552,126.8931937946,2019-06-28,6450000,전라북도
초대교회경로식당,전라북도 정읍시 정읍사로 550(시기동),전라북도 정읍시 시기동 70-6,초대교회,063-535-4455,초대교회 식당,만60세 이상 노인,중식(12:00-13:00),월+화+수+목+금,2017-01-01,2017-12-31,35.5514252082,126.8640820,2019-06-28,6450000,전라북도
정읍시북부노인복지관,전라북도 정읍시 신태인읍 신태인중앙로 40,전라북도 정읍시 신태인읍 신태인리 66-2,정읍시북부노인복지관,063-571-9051,정읍시북부노인복지관 식당,만60세 이상 노인,중식(12:00-13:00),월+화+수+목+금,2017-01-01,2017-12-31,35.6889988735,126.8894918327,2019-06-28,6450000,전라북도
금암노인복지관,전라북도 전주시 덕진구 삼송5길 12,전라북도 전주시 덕진구 금암동 1546-1,금암노인복지관,063-253-5728,금암노인복지관,"기초생활수급자, 차상위, 저소득층",중식(12:00-13:00),월+화+수+목+금+토,2001-05-30,2017-12-31,35.8433080760,127.1372986,2019-06-28,6450000,전라북도
안골노인복지관,전라북도 전주시 덕진구 안골1길 11,전라북도 전주시 덕진구 인후동1가 764-5,안골노인복지관,063-243-4377,안골노인복지관 지하식당,"기초수급자 및 차상위계층 노인, 저소득 독거노인",중식(11:30-12:30),월+화+수+목+금,2002-01-01,2017-12-31,35.8384034,127.1570463,2019-06-28,6450000,전라북도
서원노인복지관,전라북도 전주시 완산구 따박골5길 36,전라북도 전주시 완산구 중화산동2가 555-1,서원노인복지관,063-227-7483,서원노인복지관 2층 경로식당,"결식노인, 저소득층 노인",중식(11:30-12:30),월+화+수+목+금,2015-01-01,2017-12-31,35.8089167,127.1272926637,2019-06-28,6450000,전라북도
전북불교회관,전라북도 전주시 덕진구 가리내로 42-13,전라북도 전주시 덕진구 금암동 766-5,사회복지법인 대한불교조계종 금산사복지원,063-277-3497,전북불교회관,"독거노인, 결식노인, 노숙인 저소득층 등",중식(11:00-13:00),월+화+수+목+금,2007-05-01,2017-12-31,35.8345128,127.1305321,2019-06-28,6450000,전라북도
덕진노인복지관,전라북도 전주시 덕진구 송천중앙로 36,전라북도 전주시 덕진구 덕진동2가 174,덕진노인복지관,063-276-7963,덕진노인복지관,"독거노인, 결식노인, 저소득층",중식(11:30-12:30),월+화+수 +목+금,2002-03-02,2017-12-31,35.8500169104,127.1205840,2019-06-28,6450000,전라북도
한국대학생선교회,전라북도 전주시 덕진구 덕진연못1길 9-5,전라북도 전주시 덕진구 덕진동1가 1280-12,한국대학생선교회,063-272-3676,한국대학생선교회,"독거노인, 결식노인 등",중식(11:30-12:30),월+화+수+목+금,2008-05-28,2017-12-31,35.8451416,127.1229218,2019-06-28,6450000,전라북도
철마면 경로식당,부산광역시 기장군 철마면 계좌로 822,부산광역시 기장군 장전리 279-1,철마면 새마을부녀회,,철마면 경로식당,"만60세이상 수급자 및 차상위계층노인, 저소득 독거노인",11:30-12:30,"월,화,수,목,금",2016-12-31,,35.2735859,129.1326021,2020-08-26,3400000,부산광역시 기장군
양지노인복지관,전라북도 전주시 완산구 성지산로 55,전라북도 전주시 완산구 효자동1가 567-1,사회복지법인삼육재단,063-232-1000,양지노인복지관,"기초생활수급권자, 차상위계층",중식(11:30-12:30),월+화+수+목+금,1999-11-01,2017-12-31,35.8020420,127.1235308,2019-06-28,6450000,전라북도
학산종합사회복지관,전라북도 전주시 완산구 모악로 4726,전라북도 전주시 완산구 평화동1가 663-3,학산종합사회복지관,063-223-9999,학산종합사회복지관,"기초생활수급자, 차상위, 독거노인",중식(11:20-12:20),월+화+수+목+금,2010-05-03,2017-12-31,35.7911192719,127.1328394113,2019-06-28,6450000,전라북도
꽃밭정이노인복지관,전라북도 전주시 완산구 평화14길 27-53,전라북도 전주시 완산구 평화동 2가 230-2,이랜드복지재단,063-237-0770,꽃밭정이노인복지관,60세 이상 전주시 거주 복지관 회원,중식(11:30-12:40),월+화+수+목+금+토,2009-01-01,2017-12-31,35.7914469,127.1340611863,2019-06-28,6450000,전라북도
평화사회복지관,전라북도 전주시 완산구 덕적골 2길 25,전라북도 전주시 완산구 평화동1가 445-6,평화사회복지관,063-285-4408,평화사회복지관,"독거노인, 결식노인 등",중식(11:30-12:30),월+화+수+목+금,2015-03-09,2017-12-31,35.7956152925,127.1418561579,2019-06-28,6450000,전라북도
대한노인회 완도군지회(생일면분회),전라남도 완도군 생일면 생일로 579번길 14,,대한노인회 완도군지회(생일면분회),,민박식당,독거노인,주1회(6일분) 반찬배달,주1회(6일분) 반찬배달,2019-01-01,2019-12-31,34.3332777653,126.9959748941,2019-10-07,4990000,전라남도 완도군
대한노인회 완도군지회(보길면분회),전라남도 완도군 보길면 보길동로 18-7,,대한노인회 완도군지회(보길면분회),,보리떡다섯개와물고기두마리,독거노인,주1회(6일분) 반찬배달,주1회(6일분) 반찬배달,2019-01-01,2019-12-31,34.1693336378,126.5652169913,2019-10-07,4990000,전라남도 완도군
봉황경로당,전라남도 나주시 봉황면 죽석길 1,전라남도 나주시 봉황면 죽석리 960-22,나주시니어클럽,061-334-7090,봉황경로당,"독거노인, 결식노인 등",중식(12:00-13:00),월+화+수+목+금,2019-01-01,2019-12-31,34.958190,126.7856894599,2019-07-01,4830000,전라남도 나주시
양주시옥정종합사회복지관 경로식당,경기도 양주시 옥정동로 258,"경기도 양주시 옥정동 1032, 옥정천년나무8단지","서정대학교 산학협력단, 양주시옥정종합사회복지관",031-868-9073,옥정종합사회복지관 내 수라방,60세 이상 기초생활수급 노인,11:00,월~금,2019-01-01,2019-12-31,37.8309483845,127.0994846124,2019-05-09,5590000,경기도 양주시
남면 무료경로식당(상수리),경기도 양주시 남면 화합로570번길 14,경기도 양주시 남면 상수리 320-1,대한적십자사봉사회 양주지구협의회,031-8082-5713,상수1리마을회관,60세 이상 기초생활수급 및 차상위 노인,11:00,"매달 첫째,셋째 월",2019-01-14,2019-12-31,37.8707185596,126.9925306663,2019-05-09,5590000,경기도 양주시
밀알행복한홈스쿨지역아동센터,경기도 안산시 상록구 예술대학로7길 3(월피동) 3층,"경기도 안산시 상록구 월피동 522-14, 3층 밀알침례교회",밀알행복한홈스쿨지역아동센터,031-402-0528,밀알행복한홈스쿨지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.3342242759,126.8420186947,2020-01-31,3930000,경기도 안산시
으랏차차지역아동센터,경기도 안산시 상록구 송호5길 17(이동) 1층,"경기도 안산시 상록구 이동 642-6, 1층 하늘품교회",으랏차차지역아동센터,031-407-3001,으랏차차지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.3130163,126.8472418278,2020-01-31,3930000,경기도 안산시
드림지역아동센터,경기도 안산시 상록구 영화6길 17-1(사동) 2층,"경기도 안산시 상록구 사동 1470-14, 2층",드림지역아동센터,031-407-1118,드림지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.2806152,126.8513565634,2020-01-31,3930000,경기도 안산시
안산중부지역아동센터,"경기도 안산시 상록구 부곡로 148, 2층3층(부곡동)","경기도 안산시 상록구 부곡동 644-10, 3층",안산중부지역아동센터,031-406-7533,안산중부지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.3347288192,126.8647098418,2020-01-31,3930000,경기도 안산시
행복한아이들지역아동센터,경기도 안산시 상록구 정동길 39(팔곡일동) 2층,"경기도 안산시 상록구 팔곡일동 603-4, 2층 서머힐어린이집",행복한아이들지역아동센터,031-503-1012,행복한아이들지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금+토,,,37.2999393349,126.8864625380,2020-01-31,3930000,경기도 안산시
